listing_id,brand,category,gender,gender_source,material,size,condition,age_months,original_price,provider_price,data_source,source_listing_id,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,rule_min,rule_max,rule_mid,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,penalties,rule_quality_score,rule_decision,quality_score_norm,item_freshness_score,freshness_score,provider_price_pct_of_original,model_b_predicted_decision,model_b_approve_probability,model_b_review_probability,model_b_reject_probability,recommendation_pool_status,recommendable_flag,review_fallback_eligible,category_avg_provider_price,price_vs_category_avg_ratio,catalog_priority_score
L0037,Louis Vuitton,Shirt,Unisex,category_derived,Linen,XS,Like New,5,70499,8550,manual,L0037,Tier 5,0.11,0.14,0.9,0.9,1.0,1.03,6500,8200,7350.0,4.2683,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.7222222222222222,0.7222222222222222,0.1212783160044823,Approve,0.9969346523284912,0.0030483715236186,1.6947231415542774e-05,PRIMARY_APPROVE,1,0,563.860655737705,15.163320783241993,0.875831
L0045,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,L,Like New,6,5999,735,manual,L0045,Tier 4,0.09,0.11,0.9,0.9,1.0,1.0,450,550,500.0,33.6364,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.6666666666666667,0.1225204200700116,Review,0.0538163520395755,0.9380841255187988,0.0080995326861739,REVIEW_FALLBACK,1,1,563.860655737705,1.3035135410155396,0.526097
L0049,Label Ritu Kumar,Ethnic Wear,Unisex,category_derived,Silk,S,New,3,14500,2175,manual,L0049,Tier 4,0.09,0.11,1.0,1.0,1.1,1.05,1500,1800,1650.0,20.8333,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.8333333333333334,0.15,Approve,0.7198644280433655,0.2761146426200866,0.0040210224688053,PRIMARY_APPROVE,1,0,2191.154929577465,0.9926272079808706,0.83064
L0051,Prada,Dress,Women,category_derived,Silk,L,Like New,6,85999,10600,manual,L0051,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,8400,10800,9600.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.6666666666666667,0.1232572471772927,Approve,0.9956632256507874,0.0043147383257746,2.2025204089004543e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,3.8626456574689785,0.884466
L0052,Nalli,Saree,Women,category_derived,Silk,L,Like New,3,6999,965,manual,L0052,Tier 4,0.09,0.11,0.9,1.0,1.1,1.05,650,800,725.0,20.625,8,0,20,28,cond=8|age=0|dev=20|total=28,72,Review,0.72,0.8333333333333334,0.8333333333333334,0.1378768395485069,Review,0.0236995536834001,0.9683021903038024,0.0079983035102486,REVIEW_FALLBACK,1,1,2609.3522727272725,0.3698235803904661,0.569407
L0059,Levi's,Jeans,Unisex,category_derived,Denim,M,New,2,3999,480,manual,L0059,Tier 3,0.07,0.09,1.0,1.0,0.95,1.0,250,350,300.0,37.1429,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.8888888888888888,0.1200300075018754,Review,0.003672496182844,0.9230893850326538,0.0732380896806716,REVIEW_FALLBACK,1,1,323.6756756756757,1.4829659318637274,0.568512
L0061,Gucci,Jacket,Unisex,category_derived,Leather,M,Like New,6,120000,13300,manual,L0061,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,11800,15000,13400.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.6666666666666667,0.1108333333333333,Approve,0.9982806444168092,0.0017066469881683,1.2686170521192253e-05,PRIMARY_APPROVE,1,0,3417.938775510204,3.891234124875358,0.884989
L0064,Versace,Dress,Women,category_derived,Silk,M,Like New,5,110000,13400,manual,L0064,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,10800,13800,12300.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.7222222222222222,0.1218181818181818,Approve,0.9956925511360168,0.0042830938473343,2.4358920200029388e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,4.882967151894746,0.895583
L0073,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,840,manual,L0073,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,12.0,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.8333333333333334,0.1200171453064723,Approve,0.9740161299705504,0.0257157534360885,0.0002681571641005,PRIMARY_APPROVE,1,0,424.873417721519,1.9770594369134515,0.91347
L0077,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,525,manual,L0077,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,31.25,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.7222222222222222,0.1050210042008401,Review,0.0184043385088443,0.9735848903656006,0.0080107748508453,REVIEW_FALLBACK,1,1,2744.2330827067667,0.1913102802048314,0.530125
L0078,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,925,manual,L0078,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8333333333333334,0.8333333333333334,0.1156394549318664,Approve,0.9989444613456726,0.0010484429076313,7.183069556049304e-06,PRIMARY_APPROVE,1,0,2744.2330827067667,0.3370704936942268,0.966456
L0080,Anita Dongre,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,10,19499,2350,manual,L0080,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,2.1739,8,12,5,25,cond=8|age=12|dev=5|total=25,75,Approve,0.75,0.4444444444444444,0.4444444444444444,0.1205190009744089,Review,0.0004631154588423,0.9992177486419678,0.0003190983552485,REVIEW_FALLBACK,1,1,2191.154929577465,1.0724937649448487,0.498982
L0090,Zara,Dress,Women,category_derived,Linen,S,New,2,6990,1050,manual,L0090,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,700,850,775.0,23.5294,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8888888888888888,0.8888888888888888,0.1502145922746781,Review,0.4918588995933532,0.5006170272827148,0.007524068467319,REVIEW_FALLBACK,1,1,2744.2330827067667,0.3826205604096629,0.70615
L0093,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8250,manual,L0093,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5555555555555556,0.5555555555555556,0.1092729705029205,Approve,0.9860607385635376,0.0139001160860061,3.918898073607125e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,3.00630440321878,0.844323
L0095,Neeru's,Ethnic Wear,Unisex,category_derived,Silk,M,Like New,7,14999,1850,manual,L0095,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,32.1429,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.6111111111111112,0.1233415561037402,Review,0.0138719044625759,0.981584131717682,0.004543989431113,REVIEW_FALLBACK,1,1,2191.154929577465,0.8443036021906255,0.490997
L0096,Meena Bazaar,Ethnic Wear,Unisex,category_derived,Silk,S,New,4,12999,1720,manual,L0096,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,14.6667,0,4,12,16,cond=0|age=4|dev=12|total=16,84,Approve,0.84,0.7777777777777778,0.7777777777777778,0.1323178706054311,Approve,0.9775571823120116,0.0222027245908975,0.0002400188241153,PRIMARY_APPROVE,1,0,2191.154929577465,0.7849741598745276,0.887067
L0097,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,7150,manual,L0097,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,17.2131,8,8,12,28,cond=8|age=8|dev=12|total=28,72,Approve,0.72,0.5555555555555556,0.5555555555555556,0.1375026442816208,Approve,0.6780768632888794,0.3199823200702667,0.0019407727522775,PRIMARY_APPROVE,1,0,3022.7073170731705,2.3654291500915834,0.734726
L0098,Rohit Bal,Ethnic Wear,Unisex,category_derived,Silk,L,Like New,5,49999,6350,manual,L0098,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,5100,6500,5800.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.7222222222222222,0.127002540050801,Approve,0.997872829437256,0.0021155357826501,1.164756486105034e-05,PRIMARY_APPROVE,1,0,2191.154929577465,2.8980150669786338,0.896019
L0100,Armani,Ethnic Wear,Unisex,category_derived,Polyester,L,New,2,85000,12100,manual,L0100,Tier 5,0.11,0.14,1.0,1.0,1.1,1.0,10300,13100,11700.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8888888888888888,0.8888888888888888,0.1423529411764706,Approve,0.998570680618286,0.0014141121646389,1.527552194602322e-05,PRIMARY_APPROVE,1,0,2191.154929577465,5.522201938652199,0.977492
L0103,Soch,Ethnic Wear,Unisex,category_derived,Cotton,XS,Used,9,799,35,manual,L0103,Tier 1,0.05,0.06,0.7,0.8,1.1,1.0,20,30,25.0,16.6667,18,8,12,38,cond=18|age=8|dev=12|total=38,62,Review,0.62,0.5,0.5,0.0438047559449311,Review,0.0600850842893123,0.9385685920715332,0.0013463002396747,REVIEW_FALLBACK,1,1,2191.154929577465,0.0159733113927956,0.470017
L0104,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,510,manual,L0104,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,27.5,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.7222222222222222,0.1020204040808161,Review,0.0196501854807138,0.972655713558197,0.007694068364799,REVIEW_FALLBACK,1,1,2744.2330827067667,0.1858442721989791,0.530374
L0105,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13499,1500,manual,L0105,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,25.0,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.6111111111111112,0.1111193421734943,Review,0.0099476398900151,0.9863922595977784,0.0036601359024643,REVIEW_FALLBACK,1,1,2609.3522727272725,0.574855306306424,0.490212
L0106,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,1000,manual,L0106,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,5.2632,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8333333333333334,0.8333333333333334,0.1250156269533691,Approve,0.997736930847168,0.0022432366386055,1.9853750927723013e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,0.3644005337234885,0.946214
L0107,Zara,Dress,Women,category_derived,Linen,L,New,2,9999,1320,manual,L0107,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,950,1200,1075.0,10.0,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8888888888888888,0.8888888888888888,0.132013201320132,Approve,0.997572124004364,0.0024057219270616,2.2141592125990428e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,0.4810087045150048,0.957292
L0108,Armani,Jacket,Unisex,category_derived,Leather,S,Used,11,45459,3700,manual,L0108,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,3050.0,8.8235,18,12,5,35,cond=18|age=12|dev=5|total=35,65,Review,0.65,0.3888888888888888,0.3888888888888888,0.081392023581689,Review,0.0005458530504256,0.999053418636322,0.0004007083771284,REVIEW_FALLBACK,1,1,3417.938775510204,1.0825237791006634,0.447887
L0109,Zudio,Top,Women,category_derived,Cotton,S,Like New,4,599,40,manual,L0109,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,20,30,25.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7777777777777778,0.7777777777777778,0.0667779632721202,Review,0.1298232823610305,0.862459123134613,0.0077175456099212,REVIEW_FALLBACK,1,1,77.56842105263158,0.5156737684896187,0.56352
L0113,Easybuy,Top,Women,category_derived,Polyester,S,Like New,3,499,35,manual,L0113,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,20,30,25.0,16.6667,8,0,12,20,cond=8|age=0|dev=12|total=20,80,Approve,0.8,0.8333333333333334,0.8333333333333334,0.0701402805611222,Approve,0.9263121485710144,0.0731245055794715,0.0005632666870951,PRIMARY_APPROVE,1,0,77.56842105263158,0.4512145474284163,0.871929
L0115,American Eagle,Jeans,Unisex,category_derived,Denim,XS,Used,8,8499,550,manual,L0115,Tier 4,0.09,0.11,0.7,0.8,0.95,1.0,400,500,450.0,10.0,18,8,5,31,cond=18|age=8|dev=5|total=31,69,Review,0.69,0.5555555555555556,0.5555555555555556,0.0647134957053771,Approve,0.6369913220405579,0.3626434504985809,0.0003652726591099,PRIMARY_APPROVE,1,0,323.6756756756757,1.6992317969271875,0.714509
L0116,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,800,manual,L0116,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,6.6667,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8333333333333334,0.8333333333333334,0.1143020431490212,Approve,0.9980623126029968,0.0019216663204133,1.6088240954559296e-05,PRIMARY_APPROVE,1,0,424.873417721519,1.8829137494413823,0.946279
L0117,Anita Dongre,Lehenga,Women,category_derived,Silk,S,Like New,10,19499,1950,manual,L0117,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,0.0,8,12,0,20,cond=8|age=12|dev=0|total=20,80,Approve,0.8,0.4444444444444444,0.4444444444444444,0.1000051284681265,Review,0.0005165969487279,0.999244213104248,0.0002392177120782,REVIEW_FALLBACK,1,1,3022.7073170731705,0.6451170409340682,0.518992
L0119,Pantaloons,Jeans,Unisex,category_derived,Denim,L,Like New,5,1199,80,manual,L0119,Tier 1,0.05,0.06,0.9,0.9,0.95,1.0,50,60,55.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.7222222222222222,0.0667222685571309,Review,0.0081775886937975,0.9830491542816162,0.0087733762338757,REVIEW_FALLBACK,1,1,323.6756756756757,0.2471609886439545,0.52808
L0121,Roadster,Shirt,Unisex,category_derived,Cotton,M,New,3,1099,80,manual,L0121,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,50,70,60.0,14.2857,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.8333333333333334,0.0727934485896269,Approve,0.9869272112846376,0.0129061033949255,0.0001666674797888,PRIMARY_APPROVE,1,0,563.860655737705,0.1418790248724397,0.916052
L0123,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,6400,manual,L0123,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,4.918,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.5555555555555556,0.5555555555555556,0.1230792899863458,Approve,0.9714965224266052,0.0283807963132858,0.0001227754983119,PRIMARY_APPROVE,1,0,3022.7073170731705,2.117307211270788,0.82141
L0124,Gucci,Jacket,Unisex,category_derived,Leather,S,New,1,61999,10200,manual,L0124,Tier 5,0.11,0.14,1.0,1.0,1.05,1.05,7500,9600,8550.0,6.25,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.9444444444444444,0.9444444444444444,0.164518782561009,Approve,0.998666524887085,0.0013155959313735,1.7880052837426774e-05,PRIMARY_APPROVE,1,0,3417.938775510204,2.9842547423856125,0.968622
L0125,Max Fashion,Jeans,Unisex,category_derived,Denim,M,New,3,999,70,manual,L0125,Tier 1,0.05,0.06,1.0,1.0,0.95,1.0,50,60,55.0,16.6667,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.8333333333333334,0.07007007007007,Approve,0.9404078125953674,0.0590643361210823,0.0005277582095004,PRIMARY_APPROVE,1,0,323.6756756756757,0.2162658650634602,0.906748
L0126,Reliance Trends,Top,Women,category_derived,Cotton,S,Like New,6,799,50,manual,L0126,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,25.0,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.6666666666666667,0.0625782227784731,Review,0.0660402625799179,0.9272558093070984,0.0067038768902421,REVIEW_FALLBACK,1,1,77.56842105263158,0.6445922106120233,0.528541
L0128,Libas,Kurta,Unisex,category_derived,Cotton,S,New,4,899,65,manual,L0128,Tier 1,0.05,0.06,1.0,0.9,1.0,1.0,40,50,45.0,30.0,0,4,20,24,cond=0|age=4|dev=20|total=24,76,Review,0.76,0.7777777777777778,0.7777777777777778,0.0723025583982202,Review,0.0962275117635726,0.8878433108329773,0.0159292686730623,REVIEW_FALLBACK,1,1,252.51063829787233,0.2574148972025615,0.588801
L0130,Reliance Trends,Shirt,Unisex,category_derived,Cotton,L,New,3,499,40,manual,L0130,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,30,25.0,33.3333,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.8333333333333334,0.0801603206412825,Review,0.1799981296062469,0.8070715665817261,0.0129303401336073,REVIEW_FALLBACK,1,1,563.860655737705,0.0709395124362198,0.632666
L0132,Suta,Saree,Women,category_derived,Linen,M,Like New,6,3499,320,manual,L0132,Tier 3,0.07,0.09,0.9,0.9,1.1,1.03,200,300,250.0,6.6667,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.6666666666666667,0.6666666666666667,0.0914547013432409,Approve,0.994149088859558,0.0058187381364405,3.228449713787995e-05,PRIMARY_APPROVE,1,0,2609.3522727272725,0.1226357986787037,0.864163
L0133,H&M,Dress,Women,category_derived,Cotton,S,Like New,6,1499,120,manual,L0133,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,80,90,85.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.6666666666666667,0.0800533689126084,Review,0.0476348549127578,0.9392169713974,0.0131481504067778,REVIEW_FALLBACK,1,1,2744.2330827067667,0.0437280640468186,0.52486
L0134,Levi's,Jeans,Unisex,category_derived,Denim,M,New,2,3999,480,manual,L0134,Tier 3,0.07,0.09,1.0,1.0,0.95,1.0,250,350,300.0,37.1429,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.8888888888888888,0.1200300075018754,Review,0.003672496182844,0.9230893850326538,0.0732380896806716,REVIEW_FALLBACK,1,1,323.6756756756757,1.4829659318637274,0.568512
L0137,Forever 21,Dress,Women,category_derived,Polyester,S,New,2,1299,140,manual,L0137,Tier 2,0.06,0.07,1.0,1.0,1.05,1.0,80,100,90.0,40.0,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.8888888888888888,0.1077752117013087,Review,0.005418037995696,0.906408429145813,0.0881734639406204,REVIEW_FALLBACK,1,1,2744.2330827067667,0.0510160747212883,0.568861
L0140,Prada,Dress,Women,category_derived,Silk,S,Like New,6,85999,9800,manual,L0140,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,8400,10800,9600.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.6666666666666667,0.1139548134280631,Approve,0.9963615536689758,0.0036242296919226,1.4207501408236569e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,3.5711252304901877,0.884606
L0142,Louis Vuitton,Shirt,Unisex,category_derived,Linen,XS,Like New,5,70499,8800,manual,L0142,Tier 5,0.11,0.14,0.9,0.9,1.0,1.03,6500,8200,7350.0,7.3171,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.7222222222222222,0.7222222222222222,0.1248244655952566,Approve,0.9968698620796204,0.0031122916843742,1.784645428415388e-05,PRIMARY_APPROVE,1,0,563.860655737705,15.606692735968366,0.875818
L0143,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8900,manual,L0143,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,5.9524,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.5555555555555556,0.5555555555555556,0.1178823560576961,Approve,0.938513994216919,0.061270248144865,0.0002157045673811,PRIMARY_APPROVE,1,0,2744.2330827067667,3.243164750139048,0.814814
L0145,Suta,Saree,Women,category_derived,Silk,M,New,1,2999,415,manual,L0145,Tier 3,0.07,0.09,1.0,1.0,1.1,1.05,250,300,275.0,38.3333,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.9444444444444444,0.9444444444444444,0.13837945981994,Review,0.0042256591841578,0.9555220007896424,0.0402524061501026,REVIEW_FALLBACK,1,1,2609.3522727272725,0.159043301411444,0.579734
L0146,Nalli,Saree,Women,category_derived,Silk,M,Like New,3,6999,875,manual,L0146,Tier 4,0.09,0.11,0.9,1.0,1.1,1.05,650,800,725.0,9.375,8,0,5,13,cond=8|age=0|dev=5|total=13,87,Approve,0.87,0.8333333333333334,0.8333333333333334,0.125017859694242,Approve,0.9800921678543092,0.0198278147727251,8.006146526895463e-05,PRIMARY_APPROVE,1,0,2609.3522727272725,0.3353322620120807,0.910685
L0147,Neeru's,Lehenga,Women,category_derived,Silk,L,Like New,7,14999,1500,manual,L0147,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,7.1429,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.6111111111111112,0.6111111111111112,0.1000066671111407,Approve,0.9479171633720398,0.0519102029502391,0.0001726473710732,PRIMARY_APPROVE,1,0,3022.7073170731705,0.4962438776415909,0.827806
L0148,Meena Bazaar,Lehenga,Women,category_derived,Silk,S,New,4,12999,1620,manual,L0148,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,8.0,0,4,5,9,cond=0|age=4|dev=5|total=9,91,Approve,0.91,0.7777777777777778,0.7777777777777778,0.124624971151627,Approve,0.9975818395614624,0.0023967628367245,2.145666439901106e-05,PRIMARY_APPROVE,1,0,3022.7073170731705,0.5359433878529182,0.919072
