cat__brand_AND,cat__brand_Adidas,cat__brand_American Eagle,cat__brand_Anita Dongre,cat__brand_Anouk,cat__brand_Armani,cat__brand_Aurelia,cat__brand_Balenciaga,cat__brand_Being Human,cat__brand_Bewakoof,cat__brand_Biba,cat__brand_Brand Factory,cat__brand_Burberry,cat__brand_Calvin Klein,cat__brand_Diesel,cat__brand_Dolce & Gabbana,cat__brand_Easybuy,cat__brand_FBB,cat__brand_Fabindia,cat__brand_Flying Machine,cat__brand_Forever 21,cat__brand_GAP,cat__brand_Global Desi,cat__brand_Gucci,cat__brand_H&M,cat__brand_HRX,cat__brand_Highlander,cat__brand_House of Masaba,cat__brand_Indya,cat__brand_Jaypore,cat__brand_Killer,cat__brand_Label Ritu Kumar,cat__brand_Levi's,cat__brand_Libas,cat__brand_Louis Vuitton,cat__brand_Mango,cat__brand_Manish Malhotra,cat__brand_Manyavar,cat__brand_Marks & Spencer,cat__brand_Masaba,cat__brand_Max Fashion,cat__brand_Meena Bazaar,cat__brand_Moda Rapido,cat__brand_Mufti,cat__brand_Nalli,cat__brand_Neeru's,cat__brand_New Balance,cat__brand_Nicobar,cat__brand_Nike,cat__brand_Pantaloons,cat__brand_Prada,cat__brand_Rangriti,cat__brand_Raw Mango,cat__brand_Red Tape,cat__brand_Reebok,cat__brand_Reliance Trends,cat__brand_Roadster,cat__brand_Rohit Bal,cat__brand_Sabyasachi,cat__brand_Skechers,cat__brand_Soch,cat__brand_Spykar,cat__brand_Style Bazaar,cat__brand_Superdry,cat__brand_Suta,cat__brand_Tarun Tahiliani,cat__brand_Tommy Hilfiger,cat__brand_UCB,cat__brand_Under Armour,cat__brand_Uniqlo,cat__brand_Versace,cat__brand_Vishal Mega Mart,cat__brand_W for Woman,cat__brand_Zara,cat__brand_Zudio,cat__category_Activewear,cat__category_Dress,cat__category_Ethnic Wear,cat__category_Jacket,cat__category_Jeans,cat__category_Kurta,cat__category_Lehenga,cat__category_Saree,cat__category_Shirt,cat__category_Top,cat__condition_Like New,cat__condition_New,cat__condition_Used,cat__material_Cotton,cat__material_Denim,cat__material_Leather,cat__material_Linen,cat__material_Polyester,cat__material_Silk,cat__size_L,cat__size_M,cat__size_S,cat__size_XL,cat__size_XS,cat__tier_primary_Tier 1,cat__tier_primary_Tier 2,cat__tier_primary_Tier 3,cat__tier_primary_Tier 4,cat__tier_primary_Tier 5,data_source,listing_id,model_route,num__age_months,num__age_mult,num__base_max_pct,num__base_min_pct,num__brand_avg_price_max,num__brand_avg_price_min,num__brand_known_in_master,num__cat_mult,num__cond_mult,num__is_open_ended_brand_price,num__mat_mult,num__original_price,source_listing_id,split_set,target_rule_max,target_rule_min,tier_primary
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,manual,L0016,tier_split_tier1to4,3.0,1.0,0.06,0.05,3000.0,650.0,1.0,0.95,1.0,0.0,1.0,999.0,L0016,train,60,50,Tier 1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,manual,L0018,tier_split_tier1to4,1.0,1.0,0.06,0.05,2500.0,1000.0,1.0,1.05,1.0,0.0,1.0,1099.0,L0018,val,70,60,Tier 1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,manual,L0019,tier_split_tier1to4,2.0,1.0,0.06,0.05,1800.0,800.0,1.0,1.0,1.0,0.0,1.0,899.0,L0019,test,50,40,Tier 1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,manual,L0020,tier_split_tier1to4,5.0,0.9,0.09,0.07,6000.0,3000.0,1.0,1.0,0.9,0.0,1.03,3499.0,L0020,train,250,200,Tier 3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,manual,L0022,tier_split_tier1to4,10.0,0.8,0.09,0.07,5000.0,2500.0,1.0,1.0,0.7,0.0,1.03,3099.0,L0022,train,160,130,Tier 3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,manual,L0023,tier_split_tier1to4,4.0,0.9,0.06,0.05,2000.0,900.0,1.0,1.0,1.0,0.0,1.0,899.0,L0023,train,50,40,Tier 1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,manual,L0024,tier_split_tier1to4,3.0,1.0,0.07,0.06,7000.0,500.0,1.0,1.1,1.0,0.0,1.05,1999.0,L0024,train,160,140,Tier 2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,manual,L0025,tier_split_tier1to4,4.0,0.9,0.07,0.06,4000.0,2000.0,1.0,0.95,0.9,0.0,1.0,1499.0,L0025,train,80,70,Tier 2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,manual,L0026,tier_split_tier1to4,6.0,0.9,0.07,0.06,4500.0,2000.0,1.0,1.1,0.9,0.0,1.05,2499.0,L0026,train,160,140,Tier 2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,manual,L0027,tier_split_tier1to4,9.0,0.8,0.06,0.05,3000.0,500.0,1.0,0.95,0.7,0.0,1.0,1099.0,L0027,val,40,30,Tier 1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,manual,L0028,tier_split_tier1to4,5.0,0.9,0.07,0.06,15000.0,1500.0,1.0,1.05,0.9,0.0,1.0,1299.0,L0028,val,80,70,Tier 2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,manual,L0029,tier_split_tier1to4,8.0,0.8,0.09,0.07,6000.0,3000.0,1.0,1.05,0.7,0.0,1.0,4999.0,L0029,test,250,200,Tier 3
