listing_id,brand,category,gender,gender_source,material,size,condition,age_months,original_price,provider_price,data_source,source_listing_id,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,rule_min,rule_max,rule_mid,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,penalties,rule_quality_score,rule_decision,quality_score_norm,item_freshness_score,freshness_score,provider_price_pct_of_original,model_b_predicted_decision,model_b_approve_probability,model_b_review_probability,model_b_reject_probability,recommendation_pool_status,recommendable_flag,review_fallback_eligible,category_avg_provider_price,price_vs_category_avg_ratio,catalog_priority_score
L0077,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,525,manual,L0077,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,31.25,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.7222222222222222,0.10502100420084017,Review,0.018404338508844376,0.9735848903656006,0.008010774850845337,REVIEW_FALLBACK,1,1,2744.2330827067667,0.19131028020483148,0.530125
L0078,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,925,manual,L0078,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8333333333333334,0.8333333333333334,0.11563945493186649,Approve,0.9989444613456726,0.0010484429076313972,7.183069556049304e-06,PRIMARY_APPROVE,1,0,2744.2330827067667,0.33707049369422687,0.966456
L0080,Anita Dongre,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,10,19499,2350,manual,L0080,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,2.1739,8,12,5,25,cond=8|age=12|dev=5|total=25,75,Approve,0.75,0.4444444444444444,0.4444444444444444,0.12051900097440894,Review,0.00046311545884236693,0.9992177486419678,0.00031909835524857044,REVIEW_FALLBACK,1,1,2191.154929577465,1.0724937649448487,0.498982
L0090,Zara,Dress,Women,category_derived,Linen,S,New,2,6990,1050,manual,L0090,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,700,850,775.0,23.5294,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8888888888888888,0.8888888888888888,0.15021459227467812,Review,0.49185889959335327,0.5006170272827148,0.007524068467319012,REVIEW_FALLBACK,1,1,2744.2330827067667,0.38262056040966297,0.70615
L0093,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8250,manual,L0093,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5555555555555556,0.5555555555555556,0.10927297050292056,Approve,0.9860607385635376,0.013900116086006165,3.9188980736071244e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,3.0063044032187802,0.844323
L0095,Neeru's,Ethnic Wear,Unisex,category_derived,Silk,M,Like New,7,14999,1850,manual,L0095,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,32.1429,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.6111111111111112,0.12334155610374024,Review,0.013871904462575912,0.9815841317176819,0.004543989431113005,REVIEW_FALLBACK,1,1,2191.154929577465,0.8443036021906255,0.490997
L0096,Meena Bazaar,Ethnic Wear,Unisex,category_derived,Silk,S,New,4,12999,1720,manual,L0096,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,14.6667,0,4,12,16,cond=0|age=4|dev=12|total=16,84,Approve,0.84,0.7777777777777778,0.7777777777777778,0.13231787060543118,Approve,0.9775571823120117,0.02220272459089756,0.00024001882411539555,PRIMARY_APPROVE,1,0,2191.154929577465,0.7849741598745276,0.887067
L0097,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,7150,manual,L0097,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,17.2131,8,8,12,28,cond=8|age=8|dev=12|total=28,72,Approve,0.72,0.5555555555555556,0.5555555555555556,0.1375026442816208,Approve,0.6780768632888794,0.3199823200702667,0.001940772752277553,PRIMARY_APPROVE,1,0,3022.7073170731705,2.3654291500915834,0.734726
L0098,Rohit Bal,Ethnic Wear,Unisex,category_derived,Silk,L,Like New,5,49999,6350,manual,L0098,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,5100,6500,5800.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.7222222222222222,0.12700254005080103,Approve,0.9978728294372559,0.002115535782650113,1.1647564861050341e-05,PRIMARY_APPROVE,1,0,2191.154929577465,2.8980150669786338,0.896019
L0100,Armani,Ethnic Wear,Unisex,category_derived,Polyester,L,New,2,85000,12100,manual,L0100,Tier 5,0.11,0.14,1.0,1.0,1.1,1.0,10300,13100,11700.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8888888888888888,0.8888888888888888,0.1423529411764706,Approve,0.9985706806182861,0.0014141121646389365,1.527552194602322e-05,PRIMARY_APPROVE,1,0,2191.154929577465,5.522201938652199,0.977492
L0103,Soch,Ethnic Wear,Unisex,category_derived,Cotton,XS,Used,9,799,35,manual,L0103,Tier 1,0.05,0.06,0.7,0.8,1.1,1.0,20,30,25.0,16.6667,18,8,12,38,cond=18|age=8|dev=12|total=38,62,Review,0.62,0.5,0.5,0.04380475594493116,Review,0.06008508428931236,0.9385685920715332,0.001346300239674747,REVIEW_FALLBACK,1,1,2191.154929577465,0.01597331139279562,0.470017
L0104,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,510,manual,L0104,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,27.5,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.7222222222222222,0.10202040408081617,Review,0.019650185480713844,0.972655713558197,0.007694068364799023,REVIEW_FALLBACK,1,1,2744.2330827067667,0.18584427219897914,0.530374
L0105,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13499,1500,manual,L0105,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,25.0,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.6111111111111112,0.11111934217349434,Review,0.009947639890015125,0.9863922595977783,0.00366013590246439,REVIEW_FALLBACK,1,1,2609.3522727272725,0.574855306306424,0.490212
L0106,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,1000,manual,L0106,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,5.2632,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8333333333333334,0.8333333333333334,0.12501562695336918,Approve,0.997736930847168,0.0022432366386055946,1.9853750927723013e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,0.3644005337234885,0.946214
L0107,Zara,Dress,Women,category_derived,Linen,L,New,2,9999,1320,manual,L0107,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,950,1200,1075.0,10.0,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8888888888888888,0.8888888888888888,0.132013201320132,Approve,0.997572124004364,0.002405721927061677,2.2141592125990428e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,0.4810087045150048,0.957292
L0108,Armani,Jacket,Unisex,category_derived,Leather,S,Used,11,45459,3700,manual,L0108,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,3050.0,8.8235,18,12,5,35,cond=18|age=12|dev=5|total=35,65,Review,0.65,0.38888888888888884,0.38888888888888884,0.081392023581689,Review,0.0005458530504256487,0.999053418636322,0.00040070837712846696,REVIEW_FALLBACK,1,1,3417.938775510204,1.0825237791006634,0.447887
L0109,Zudio,Top,Women,category_derived,Cotton,S,Like New,4,599,40,manual,L0109,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,20,30,25.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7777777777777778,0.7777777777777778,0.0667779632721202,Review,0.12982328236103058,0.862459123134613,0.007717545609921217,REVIEW_FALLBACK,1,1,77.56842105263158,0.5156737684896187,0.56352
L0113,Easybuy,Top,Women,category_derived,Polyester,S,Like New,3,499,35,manual,L0113,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,20,30,25.0,16.6667,8,0,12,20,cond=8|age=0|dev=12|total=20,80,Approve,0.8,0.8333333333333334,0.8333333333333334,0.07014028056112225,Approve,0.9263121485710144,0.07312450557947159,0.0005632666870951653,PRIMARY_APPROVE,1,0,77.56842105263158,0.4512145474284163,0.871929
L0115,American Eagle,Jeans,Unisex,category_derived,Denim,XS,Used,8,8499,550,manual,L0115,Tier 4,0.09,0.11,0.7,0.8,0.95,1.0,400,500,450.0,10.0,18,8,5,31,cond=18|age=8|dev=5|total=31,69,Review,0.69,0.5555555555555556,0.5555555555555556,0.0647134957053771,Approve,0.6369913220405579,0.36264345049858093,0.00036527265910990536,PRIMARY_APPROVE,1,0,323.6756756756757,1.6992317969271877,0.714509
L0116,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,800,manual,L0116,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,6.6667,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8333333333333334,0.8333333333333334,0.11430204314902129,Approve,0.9980623126029968,0.001921666320413351,1.6088240954559296e-05,PRIMARY_APPROVE,1,0,424.873417721519,1.8829137494413823,0.946279
L0117,Anita Dongre,Lehenga,Women,category_derived,Silk,S,Like New,10,19499,1950,manual,L0117,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,0.0,8,12,0,20,cond=8|age=12|dev=0|total=20,80,Approve,0.8,0.4444444444444444,0.4444444444444444,0.10000512846812656,Review,0.0005165969487279654,0.999244213104248,0.0002392177120782435,REVIEW_FALLBACK,1,1,3022.7073170731705,0.6451170409340682,0.518992
L0119,Pantaloons,Jeans,Unisex,category_derived,Denim,L,Like New,5,1199,80,manual,L0119,Tier 1,0.05,0.06,0.9,0.9,0.95,1.0,50,60,55.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.7222222222222222,0.06672226855713094,Review,0.008177588693797588,0.9830491542816162,0.008773376233875751,REVIEW_FALLBACK,1,1,323.6756756756757,0.24716098864395458,0.52808
L0121,Roadster,Shirt,Unisex,category_derived,Cotton,M,New,3,1099,80,manual,L0121,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,50,70,60.0,14.2857,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.8333333333333334,0.07279344858962693,Approve,0.9869272112846375,0.012906103394925594,0.00016666747978888452,PRIMARY_APPROVE,1,0,563.860655737705,0.1418790248724397,0.916052
L0123,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,6400,manual,L0123,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,4.918,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.5555555555555556,0.5555555555555556,0.12307928998634589,Approve,0.9714965224266052,0.028380796313285828,0.00012277549831196666,PRIMARY_APPROVE,1,0,3022.7073170731705,2.117307211270788,0.82141
L0124,Gucci,Jacket,Unisex,category_derived,Leather,S,New,1,61999,10200,manual,L0124,Tier 5,0.11,0.14,1.0,1.0,1.05,1.05,7500,9600,8550.0,6.25,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.9444444444444444,0.9444444444444444,0.16451878256100905,Approve,0.998666524887085,0.0013155959313735366,1.7880052837426774e-05,PRIMARY_APPROVE,1,0,3417.938775510204,2.9842547423856125,0.968622
L0125,Max Fashion,Jeans,Unisex,category_derived,Denim,M,New,3,999,70,manual,L0125,Tier 1,0.05,0.06,1.0,1.0,0.95,1.0,50,60,55.0,16.6667,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.8333333333333334,0.07007007007007007,Approve,0.9404078125953674,0.059064336121082306,0.0005277582095004618,PRIMARY_APPROVE,1,0,323.6756756756757,0.21626586506346027,0.906748
L0126,Reliance Trends,Top,Women,category_derived,Cotton,S,Like New,6,799,50,manual,L0126,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,25.0,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.6666666666666667,0.0625782227784731,Review,0.06604026257991791,0.9272558093070984,0.0067038768902421,REVIEW_FALLBACK,1,1,77.56842105263158,0.6445922106120233,0.528541
L0128,Libas,Kurta,Unisex,category_derived,Cotton,S,New,4,899,65,manual,L0128,Tier 1,0.05,0.06,1.0,0.9,1.0,1.0,40,50,45.0,30.0,0,4,20,24,cond=0|age=4|dev=20|total=24,76,Review,0.76,0.7777777777777778,0.7777777777777778,0.07230255839822025,Review,0.09622751176357269,0.8878433108329773,0.015929268673062325,REVIEW_FALLBACK,1,1,252.51063829787233,0.2574148972025615,0.588801
L0130,Reliance Trends,Shirt,Unisex,category_derived,Cotton,L,New,3,499,40,manual,L0130,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,30,25.0,33.3333,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.8333333333333334,0.08016032064128256,Review,0.17999812960624695,0.8070715665817261,0.012930340133607388,REVIEW_FALLBACK,1,1,563.860655737705,0.07093951243621985,0.632666
L0132,Suta,Saree,Women,category_derived,Linen,M,Like New,6,3499,320,manual,L0132,Tier 3,0.07,0.09,0.9,0.9,1.1,1.03,200,300,250.0,6.6667,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.6666666666666667,0.6666666666666667,0.09145470134324092,Approve,0.9941490888595581,0.0058187381364405155,3.228449713787995e-05,PRIMARY_APPROVE,1,0,2609.3522727272725,0.12263579867870379,0.864163
L0133,H&M,Dress,Women,category_derived,Cotton,S,Like New,6,1499,120,manual,L0133,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,80,90,85.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.6666666666666667,0.0800533689126084,Review,0.047634854912757874,0.9392169713973999,0.013148150406777859,REVIEW_FALLBACK,1,1,2744.2330827067667,0.04372806404681862,0.52486
L0134,Levi's,Jeans,Unisex,category_derived,Denim,M,New,2,3999,480,manual,L0134,Tier 3,0.07,0.09,1.0,1.0,0.95,1.0,250,350,300.0,37.1429,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.8888888888888888,0.12003000750187547,Review,0.0036724961828440428,0.9230893850326538,0.07323808968067169,REVIEW_FALLBACK,1,1,323.6756756756757,1.4829659318637274,0.568512
L0137,Forever 21,Dress,Women,category_derived,Polyester,S,New,2,1299,140,manual,L0137,Tier 2,0.06,0.07,1.0,1.0,1.05,1.0,80,100,90.0,40.0,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.8888888888888888,0.1077752117013087,Review,0.005418037995696068,0.906408429145813,0.08817346394062042,REVIEW_FALLBACK,1,1,2744.2330827067667,0.05101607472128839,0.568861
L0140,Prada,Dress,Women,category_derived,Silk,S,Like New,6,85999,9800,manual,L0140,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,8400,10800,9600.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.6666666666666667,0.11395481342806311,Approve,0.9963615536689758,0.0036242296919226646,1.4207501408236567e-05,PRIMARY_APPROVE,1,0,2744.2330827067667,3.5711252304901877,0.884606
L0142,Louis Vuitton,Shirt,Unisex,category_derived,Linen,XS,Like New,5,70499,8800,manual,L0142,Tier 5,0.11,0.14,0.9,0.9,1.0,1.03,6500,8200,7350.0,7.3171,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.7222222222222222,0.7222222222222222,0.12482446559525667,Approve,0.9968698620796204,0.0031122916843742132,1.784645428415388e-05,PRIMARY_APPROVE,1,0,563.860655737705,15.606692735968366,0.875818
L0143,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8900,manual,L0143,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,5.9524,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.5555555555555556,0.5555555555555556,0.11788235605769613,Approve,0.938513994216919,0.061270248144865036,0.00021570456738118082,PRIMARY_APPROVE,1,0,2744.2330827067667,3.243164750139048,0.814814
L0145,Suta,Saree,Women,category_derived,Silk,M,New,1,2999,415,manual,L0145,Tier 3,0.07,0.09,1.0,1.0,1.1,1.05,250,300,275.0,38.3333,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.9444444444444444,0.9444444444444444,0.13837945981994,Review,0.004225659184157848,0.9555220007896423,0.040252406150102615,REVIEW_FALLBACK,1,1,2609.3522727272725,0.159043301411444,0.579734
L0146,Nalli,Saree,Women,category_derived,Silk,M,Like New,3,6999,875,manual,L0146,Tier 4,0.09,0.11,0.9,1.0,1.1,1.05,650,800,725.0,9.375,8,0,5,13,cond=8|age=0|dev=5|total=13,87,Approve,0.87,0.8333333333333334,0.8333333333333334,0.12501785969424203,Approve,0.9800921678543091,0.019827814772725105,8.006146526895463e-05,PRIMARY_APPROVE,1,0,2609.3522727272725,0.3353322620120807,0.910685
L0147,Neeru's,Lehenga,Women,category_derived,Silk,L,Like New,7,14999,1500,manual,L0147,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,7.1429,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.6111111111111112,0.6111111111111112,0.10000666711114074,Approve,0.9479171633720398,0.05191020295023918,0.00017264737107325345,PRIMARY_APPROVE,1,0,3022.7073170731705,0.4962438776415909,0.827806
L0148,Meena Bazaar,Lehenga,Women,category_derived,Silk,S,New,4,12999,1620,manual,L0148,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,8.0,0,4,5,9,cond=0|age=4|dev=5|total=9,91,Approve,0.91,0.7777777777777778,0.7777777777777778,0.12462497115162705,Approve,0.9975818395614624,0.0023967628367245197,2.145666439901106e-05,PRIMARY_APPROVE,1,0,3022.7073170731705,0.5359433878529182,0.919072
