listing_id,brand,category,gender,gender_source,material,size,condition,age_months,original_price,provider_price,data_source,source_listing_id,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,rule_min,rule_max,rule_mid,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,penalties,rule_quality_score,rule_decision,quality_score_norm,freshness_score,provider_price_pct_of_original,recommendable_flag,recommendation_pool_status,catalog_priority_score
L0040,Biba,Dress,Women,category_derived,Silk,M,Like New,6,5500,825,manual,L0040,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,450,550,500.0,50.0,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.6666666666666667,0.15,1,RECOMMENDABLE,0.610333
L0043,Manish Malhotra,Ethnic Wear,Unisex,category_derived,Silk,M,Used,8,79999,8700,manual,L0043,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,5700,7200,6450.0,20.8333,18,8,20,46,cond=18|age=8|dev=20|total=46,54,Review,0.54,0.5555555555555556,0.1087513593919924,1,RECOMMENDABLE,0.545444
L0045,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,L,Like New,6,5999,735,manual,L0045,Tier 4,0.09,0.11,0.9,0.9,1.0,1.0,450,550,500.0,33.6364,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.12252042007001167,1,RECOMMENDABLE,0.675333
L0049,Label Ritu Kumar,Ethnic Wear,Unisex,category_derived,Silk,S,New,3,14500,2175,manual,L0049,Tier 4,0.09,0.11,1.0,1.0,1.1,1.05,1500,1800,1650.0,20.8333,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.15,1,RECOMMENDABLE,0.811667
L0051,Prada,Dress,Women,category_derived,Silk,L,Like New,6,85999,10600,manual,L0051,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,8400,10800,9600.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.12325724717729276,1,RECOMMENDABLE,0.805333
L0052,Nalli,Saree,Women,category_derived,Silk,L,Like New,3,6999,965,manual,L0052,Tier 4,0.09,0.11,0.9,1.0,1.1,1.05,650,800,725.0,20.625,8,0,20,28,cond=8|age=0|dev=20|total=28,72,Review,0.72,0.8333333333333334,0.13787683954850694,1,RECOMMENDABLE,0.759667
L0059,Levi's,Jeans,Unisex,category_derived,Denim,M,New,2,3999,480,manual,L0059,Tier 3,0.07,0.09,1.0,1.0,0.95,1.0,250,350,300.0,37.1429,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.12003000750187547,1,RECOMMENDABLE,0.766111
L0061,Gucci,Jacket,Unisex,category_derived,Leather,M,Like New,6,120000,13300,manual,L0061,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,11800,15000,13400.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.11083333333333334,1,RECOMMENDABLE,0.805333
L0064,Versace,Dress,Women,category_derived,Silk,M,Like New,5,110000,13400,manual,L0064,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,10800,13800,12300.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.12181818181818181,1,RECOMMENDABLE,0.824778
L0068,Masaba,Dress,Women,category_derived,Silk,M,Like New,4,12000,1800,manual,L0068,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,950,1200,1075.0,50.0,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.7777777777777778,0.15,1,RECOMMENDABLE,0.649222
L0073,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,840,manual,L0073,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,12.0,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.12001714530647235,1,RECOMMENDABLE,0.863667
L0076,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13499,1650,manual,L0076,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,37.5,8,8,30,46,cond=8|age=8|dev=30|total=46,54,Review,0.54,0.6111111111111112,0.12223127639084376,1,RECOMMENDABLE,0.564889
L0077,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,525,manual,L0077,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,31.25,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.10502100420084017,1,RECOMMENDABLE,0.694778
L0078,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,925,manual,L0078,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8333333333333334,0.11563945493186649,1,RECOMMENDABLE,0.941667
L0080,Anita Dongre,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,10,19499,2350,manual,L0080,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,2.1739,8,12,5,25,cond=8|age=12|dev=5|total=25,75,Approve,0.75,0.4444444444444444,0.12051900097440894,1,RECOMMENDABLE,0.643056
L0088,Suta,Saree,Women,category_derived,Linen,M,Like New,6,3499,440,manual,L0088,Tier 3,0.07,0.09,0.9,0.9,1.1,1.03,200,300,250.0,46.6667,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.6666666666666667,0.12575021434695627,1,RECOMMENDABLE,0.610333
L0090,Zara,Dress,Women,category_derived,Linen,S,New,2,6990,1050,manual,L0090,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,700,850,775.0,23.5294,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8888888888888888,0.15021459227467812,1,RECOMMENDABLE,0.831111
L0093,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8250,manual,L0093,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5555555555555556,0.10927297050292056,1,RECOMMENDABLE,0.740444
L0095,Neeru's,Ethnic Wear,Unisex,category_derived,Silk,M,Like New,7,14999,1850,manual,L0095,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,32.1429,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.12334155610374024,1,RECOMMENDABLE,0.629889
L0096,Meena Bazaar,Ethnic Wear,Unisex,category_derived,Silk,S,New,4,12999,1720,manual,L0096,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,14.6667,0,4,12,16,cond=0|age=4|dev=12|total=16,84,Approve,0.84,0.7777777777777778,0.13231787060543118,1,RECOMMENDABLE,0.818222
L0097,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,7150,manual,L0097,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,17.2131,8,8,12,28,cond=8|age=8|dev=12|total=28,72,Approve,0.72,0.5555555555555556,0.1375026442816208,1,RECOMMENDABLE,0.662444
L0098,Rohit Bal,Ethnic Wear,Unisex,category_derived,Silk,L,Like New,5,49999,6350,manual,L0098,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,5100,6500,5800.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.12700254005080103,1,RECOMMENDABLE,0.824778
L0100,Armani,Ethnic Wear,Unisex,category_derived,Polyester,L,New,2,85000,12100,manual,L0100,Tier 5,0.11,0.14,1.0,1.0,1.1,1.0,10300,13100,11700.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8888888888888888,0.1423529411764706,1,RECOMMENDABLE,0.961111
L0103,Soch,Ethnic Wear,Unisex,category_derived,Cotton,XS,Used,9,799,35,manual,L0103,Tier 1,0.05,0.06,0.7,0.8,1.1,1.0,20,30,25.0,16.6667,18,8,12,38,cond=18|age=8|dev=12|total=38,62,Review,0.62,0.5,0.04380475594493116,1,RECOMMENDABLE,0.578
L0104,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,510,manual,L0104,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,27.5,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.10202040408081617,1,RECOMMENDABLE,0.694778
L0105,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13499,1500,manual,L0105,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,25.0,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.11111934217349434,1,RECOMMENDABLE,0.629889
L0106,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,1000,manual,L0106,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,5.2632,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8333333333333334,0.12501562695336918,1,RECOMMENDABLE,0.909167
L0107,Zara,Dress,Women,category_derived,Linen,L,New,2,9999,1320,manual,L0107,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,950,1200,1075.0,10.0,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8888888888888888,0.132013201320132,1,RECOMMENDABLE,0.928611
L0108,Armani,Jacket,Unisex,category_derived,Leather,S,Used,11,45459,3700,manual,L0108,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,3050.0,8.8235,18,12,5,35,cond=18|age=12|dev=5|total=35,65,Review,0.65,0.38888888888888884,0.081392023581689,1,RECOMMENDABLE,0.558611
L0109,Zudio,Top,Women,category_derived,Cotton,S,Like New,4,599,40,manual,L0109,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,20,30,25.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7777777777777778,0.0667779632721202,1,RECOMMENDABLE,0.714222
L0112,Zudio,Shirt,Unisex,category_derived,Cotton,M,New,1,399,30,manual,L0112,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,20,20.0,50.0,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.9444444444444444,0.07518796992481203,1,RECOMMENDABLE,0.785556
L0113,Easybuy,Top,Women,category_derived,Polyester,S,Like New,3,499,35,manual,L0113,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,20,30,25.0,16.6667,8,0,12,20,cond=8|age=0|dev=12|total=20,80,Approve,0.8,0.8333333333333334,0.07014028056112225,1,RECOMMENDABLE,0.811667
L0114,GAP,Jeans,Unisex,category_derived,Denim,L,Used,11,5999,335,manual,L0114,Tier 4,0.09,0.11,0.7,0.7,0.95,1.0,250,300,275.0,11.6667,18,12,12,42,cond=18|age=12|dev=12|total=42,58,Review,0.58,0.38888888888888884,0.055842640440073345,1,RECOMMENDABLE,0.513111
L0115,American Eagle,Jeans,Unisex,category_derived,Denim,XS,Used,8,8499,550,manual,L0115,Tier 4,0.09,0.11,0.7,0.8,0.95,1.0,400,500,450.0,10.0,18,8,5,31,cond=18|age=8|dev=5|total=31,69,Review,0.69,0.5555555555555556,0.0647134957053771,1,RECOMMENDABLE,0.642944
L0116,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,800,manual,L0116,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,6.6667,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.8333333333333334,0.11430204314902129,1,RECOMMENDABLE,0.909167
L0117,Anita Dongre,Lehenga,Women,category_derived,Silk,S,Like New,10,19499,1950,manual,L0117,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,0.0,8,12,0,20,cond=8|age=12|dev=0|total=20,80,Approve,0.8,0.4444444444444444,0.10000512846812656,1,RECOMMENDABLE,0.675556
L0119,Pantaloons,Jeans,Unisex,category_derived,Denim,L,Like New,5,1199,80,manual,L0119,Tier 1,0.05,0.06,0.9,0.9,0.95,1.0,50,60,55.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.06672226855713094,1,RECOMMENDABLE,0.694778
L0121,Roadster,Shirt,Unisex,category_derived,Cotton,M,New,3,1099,80,manual,L0121,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,50,70,60.0,14.2857,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.07279344858962693,1,RECOMMENDABLE,0.863667
L0122,Libas,Kurta,Unisex,category_derived,Cotton,M,Like New,4,1199,90,manual,L0122,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,50,60,55.0,50.0,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.7777777777777778,0.0750625521267723,1,RECOMMENDABLE,0.649222
L0123,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,6400,manual,L0123,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,4.918,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.5555555555555556,0.12307928998634589,1,RECOMMENDABLE,0.707944
L0124,Gucci,Jacket,Unisex,category_derived,Leather,S,New,1,61999,10200,manual,L0124,Tier 5,0.11,0.14,1.0,1.0,1.05,1.05,7500,9600,8550.0,6.25,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve,0.95,0.9444444444444444,0.16451878256100905,1,RECOMMENDABLE,0.948056
L0125,Max Fashion,Jeans,Unisex,category_derived,Denim,M,New,3,999,70,manual,L0125,Tier 1,0.05,0.06,1.0,1.0,0.95,1.0,50,60,55.0,16.6667,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8333333333333334,0.07007007007007007,1,RECOMMENDABLE,0.863667
L0126,Reliance Trends,Top,Women,category_derived,Cotton,S,Like New,6,799,50,manual,L0126,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,25.0,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.0625782227784731,1,RECOMMENDABLE,0.675333
L0127,Aurelia,Ethnic Wear,Unisex,category_derived,Cotton,S,Like New,2,699,60,manual,L0127,Tier 1,0.05,0.06,0.9,1.0,1.1,1.0,30,40,35.0,50.0,8,0,30,38,cond=8|age=0|dev=30|total=38,62,Review,0.62,0.8888888888888888,0.08583690987124463,1,RECOMMENDABLE,0.714111
L0128,Libas,Kurta,Unisex,category_derived,Cotton,S,New,4,899,65,manual,L0128,Tier 1,0.05,0.06,1.0,0.9,1.0,1.0,40,50,45.0,30.0,0,4,20,24,cond=0|age=4|dev=20|total=24,76,Review,0.76,0.7777777777777778,0.07230255839822025,1,RECOMMENDABLE,0.766222
L0129,Max Fashion,Jeans,Unisex,category_derived,Denim,M,Used,5,799,40,manual,L0129,Tier 1,0.05,0.06,0.7,0.9,0.95,1.0,20,30,25.0,33.3333,18,4,20,42,cond=18|age=4|dev=20|total=42,58,Review,0.58,0.7222222222222222,0.05006257822277847,1,RECOMMENDABLE,0.629778
L0130,Reliance Trends,Shirt,Unisex,category_derived,Cotton,L,New,3,499,40,manual,L0130,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,30,25.0,33.3333,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.08016032064128256,1,RECOMMENDABLE,0.811667
L0131,Fabindia,Kurta,Unisex,category_derived,Cotton,M,Used,7,2999,200,manual,L0131,Tier 3,0.07,0.09,0.7,0.8,1.0,1.0,120,150,135.0,33.3333,18,8,20,46,cond=18|age=8|dev=20|total=46,54,Review,0.54,0.6111111111111112,0.06668889629876626,1,RECOMMENDABLE,0.564889
L0132,Suta,Saree,Women,category_derived,Linen,M,Like New,6,3499,320,manual,L0132,Tier 3,0.07,0.09,0.9,0.9,1.1,1.03,200,300,250.0,6.6667,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.6666666666666667,0.09145470134324092,1,RECOMMENDABLE,0.772833
L0133,H&M,Dress,Women,category_derived,Cotton,S,Like New,6,1499,120,manual,L0133,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,80,90,85.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.0800533689126084,1,RECOMMENDABLE,0.675333
L0134,Levi's,Jeans,Unisex,category_derived,Denim,M,New,2,3999,480,manual,L0134,Tier 3,0.07,0.09,1.0,1.0,0.95,1.0,250,350,300.0,37.1429,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.12003000750187547,1,RECOMMENDABLE,0.766111
L0136,Uniqlo,Jacket,Unisex,category_derived,Polyester,M,Like New,5,1999,170,manual,L0136,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,100,120,110.0,41.6667,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.7222222222222222,0.08504252126063032,1,RECOMMENDABLE,0.629778
L0137,Forever 21,Dress,Women,category_derived,Polyester,S,New,2,1299,140,manual,L0137,Tier 2,0.06,0.07,1.0,1.0,1.05,1.0,80,100,90.0,40.0,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.1077752117013087,1,RECOMMENDABLE,0.766111
L0139,FBB,Ethnic Wear,Unisex,category_derived,Cotton,L,New,4,699,60,manual,L0139,Tier 1,0.05,0.06,1.0,0.9,1.1,1.0,30,40,35.0,50.0,0,4,30,34,cond=0|age=4|dev=30|total=34,66,Review,0.66,0.7777777777777778,0.08583690987124463,1,RECOMMENDABLE,0.701222
L0140,Prada,Dress,Women,category_derived,Silk,S,Like New,6,85999,9800,manual,L0140,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,8400,10800,9600.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.11395481342806311,1,RECOMMENDABLE,0.805333
L0141,Highlander,Top,Women,category_derived,Cotton,XL,Like New,2,599,45,manual,L0141,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,30,30,30.0,50.0,8,0,30,38,cond=8|age=0|dev=30|total=38,62,Review,0.62,0.8888888888888888,0.07512520868113523,1,RECOMMENDABLE,0.714111
L0142,Louis Vuitton,Shirt,Unisex,category_derived,Linen,XS,Like New,5,70499,8800,manual,L0142,Tier 5,0.11,0.14,0.9,0.9,1.0,1.03,6500,8200,7350.0,7.3171,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve,0.83,0.7222222222222222,0.12482446559525667,1,RECOMMENDABLE,0.792278
L0143,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8900,manual,L0143,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,5.9524,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.5555555555555556,0.11788235605769613,1,RECOMMENDABLE,0.707944
L0145,Suta,Saree,Women,category_derived,Silk,M,New,1,2999,415,manual,L0145,Tier 3,0.07,0.09,1.0,1.0,1.1,1.05,250,300,275.0,38.3333,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.9444444444444444,0.13837945981994,1,RECOMMENDABLE,0.785556
L0146,Nalli,Saree,Women,category_derived,Silk,M,Like New,3,6999,875,manual,L0146,Tier 4,0.09,0.11,0.9,1.0,1.1,1.05,650,800,725.0,9.375,8,0,5,13,cond=8|age=0|dev=5|total=13,87,Approve,0.87,0.8333333333333334,0.12501785969424203,1,RECOMMENDABLE,0.857167
L0147,Neeru's,Lehenga,Women,category_derived,Silk,L,Like New,7,14999,1500,manual,L0147,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,7.1429,8,8,5,21,cond=8|age=8|dev=5|total=21,79,Approve,0.79,0.6111111111111112,0.10000666711114074,1,RECOMMENDABLE,0.727389
L0148,Meena Bazaar,Lehenga,Women,category_derived,Silk,S,New,4,12999,1620,manual,L0148,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,8.0,0,4,5,9,cond=0|age=4|dev=5|total=9,91,Approve,0.91,0.7777777777777778,0.12462497115162705,1,RECOMMENDABLE,0.863722
L0149,Rangriti,Kurta,Unisex,category_derived,Cotton,M,New,2,999,70,manual,L0149,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,50,60,55.0,16.6667,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve,0.88,0.8888888888888888,0.07007007007007007,1,RECOMMENDABLE,0.883111
L0150,Vishal Mega Mart,Kurta,Unisex,category_derived,Cotton,L,Like New,5,799,50,manual,L0150,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,25.0,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.0625782227784731,1,RECOMMENDABLE,0.694778
L0152,American Eagle,Jeans,Unisex,category_derived,Denim,L,Like New,4,4999,450,manual,L0152,Tier 3,0.07,0.09,0.9,0.9,0.95,1.0,250,350,300.0,28.5714,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7777777777777778,0.09001800360072014,1,RECOMMENDABLE,0.714222
L0153,Sabyasachi,Lehenga,Women,category_derived,Silk,M,Like New,4,89999,14000,manual,L0153,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,9300,11800,10550.0,18.6441,8,4,12,24,cond=8|age=4|dev=12|total=24,76,Approve,0.76,0.7777777777777778,0.15555728396982188,1,RECOMMENDABLE,0.766222
L0154,Manish Malhotra,Lehenga,Women,category_derived,Silk,M,Used,8,79999,9000,manual,L0154,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,5700,7200,6450.0,25.0,18,8,20,46,cond=18|age=8|dev=20|total=46,54,Review,0.54,0.5555555555555556,0.11250140626757835,1,RECOMMENDABLE,0.545444
L0155,Uniqlo,Jacket,Unisex,category_derived,Denim,XS,Like New,5,1499,130,manual,L0155,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,80,90,85.0,44.4444,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.7222222222222222,0.0867244829886591,1,RECOMMENDABLE,0.629778
L0156,Forever 21,Dress,Women,category_derived,Cotton,M,Like New,6,1299,110,manual,L0156,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,70,80,75.0,37.5,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.6666666666666667,0.08468052347959969,1,RECOMMENDABLE,0.610333
